_id,brand_name,id,rating_star,review_date,review_title,review_vote,reviewer_name,reviews,status,url
5c5d1db915fc8d30a4e645cb,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R37FXL1NRCYVLP?ASIN=B01BWI48W4,5.0,1 February 2017,Five Stars,One,GNANASEKRAN P,Soft bristles are fine.,1,https://www.amazon.in/gp/customer-reviews/R37FXL1NRCYVLP?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645cc,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RMVJWFFKE6DD?ASIN=B01BWI48W4,5.0,21 November 2017,Five Stars,One,Anish solanki,Good,1,https://www.amazon.in/gp/customer-reviews/RMVJWFFKE6DD?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645cd,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R3JECS9HHGRDEX?ASIN=B01BWI48W4,4.0,6 May 2016,Four Stars,One,NITESH KUMAR SETH,Excellent quality.,1,https://www.amazon.in/gp/customer-reviews/R3JECS9HHGRDEX?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645ce,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1TWG6T2WSSYIO?ASIN=B01BWI48W4,5.0,12 January 2017,Five Stars,One,Amazon Customer,really soft bristles,1,https://www.amazon.in/gp/customer-reviews/R1TWG6T2WSSYIO?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645cf,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R2W772Z67W85EY?ASIN=B01BWI48W4,5.0,26 January 2017,Nice,One,Sagar,"Soft , Gental , Nice Quality",1,https://www.amazon.in/gp/customer-reviews/R2W772Z67W85EY?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d0,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R3R8V9NZW8CLFR?ASIN=B01BWI48W4,5.0,20 February 2017,Five Stars,One,Amazon Customer,Nice product.,1,https://www.amazon.in/gp/customer-reviews/R3R8V9NZW8CLFR?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d1,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R2P9C31UJEQGIK?ASIN=B01BWI48W4,4.0,20 December 2016,Good product,One,Vinay Tiwari,Good product,1,https://www.amazon.in/gp/customer-reviews/R2P9C31UJEQGIK?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d2,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1ZTLG090ZWV52?ASIN=B01BWI48W4,4.0,20 December 2016,Good product,One,Vinay Tiwari,Good product,1,https://www.amazon.in/gp/customer-reviews/R1ZTLG090ZWV52?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d3,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R12YDUI7R2E4W2?ASIN=B01BWI48W4,1.0,7 March 2018,Received less material.,One,ARNAB DATTA,"I only received one packet , please send another packet. Order was for two packet(2nos)",1,https://www.amazon.in/gp/customer-reviews/R12YDUI7R2E4W2?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d4,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RLGBREDI8U315?ASIN=B01BWI48W4,3.0,2 February 2018,Not badbut shud come with caps,One,sunny,Should come with cap or any case,1,https://www.amazon.in/gp/customer-reviews/RLGBREDI8U315?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d5,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1NBBW2R4A2HDK?ASIN=B01BWI48W4,5.0,21 January 2017,nice,One,shweta,good brush and service,1,https://www.amazon.in/gp/customer-reviews/R1NBBW2R4A2HDK?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d6,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1DOQTQH54GAYX?ASIN=B01BWI48W4,5.0,22 October 2016,Superb!,One,Dhaval,Superb!,1,https://www.amazon.in/gp/customer-reviews/R1DOQTQH54GAYX?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d7,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RV1UP3DWTQGZQ?ASIN=B01BWI48W4,5.0,12 July 2017,Five Stars,One,Amazon Customer,Good,1,https://www.amazon.in/gp/customer-reviews/RV1UP3DWTQGZQ?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d8,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R3UJS9UJV5QKUI?ASIN=B01BWI48W4,3.0,31 January 2017,Three Stars,One,kavya,Good 1,1,https://www.amazon.in/gp/customer-reviews/R3UJS9UJV5QKUI?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645d9,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RHHMD7AOR39N1?ASIN=B01BWI48W4,5.0,7 August 2016,Good product,One,Prasanna Venkatesh,"Good one, super soft!",1,https://www.amazon.in/gp/customer-reviews/RHHMD7AOR39N1?ASIN=B01BWI48W4
5c5d1db915fc8d30a4e645da,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R2N7LCNGXUGGG1?ASIN=B01BWI48W4,5.0,7 August 2016,Good product,One,Prasanna Venkatesh,"Good one, super soft!",1,https://www.amazon.in/gp/customer-reviews/R2N7LCNGXUGGG1?ASIN=B01BWI48W4
5c5d1dff15fc8d30a4e645dc,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1URC1VRHE2OOO?ASIN=B00I6F882I,4.0,19 December 2018,Nice product,One,Gulamnabi Rapati,Nice,1,https://www.amazon.in/gp/customer-reviews/R1URC1VRHE2OOO?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645dd,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RMNRQMGJOOLZN?ASIN=B00I6F882I,4.0,19 December 2018,Nice product,One,Gulamnabi Rapati,Nice,1,https://www.amazon.in/gp/customer-reviews/RMNRQMGJOOLZN?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645de,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R3UBNBW0TGAV2X?ASIN=B00I6F882I,3.0,17 June 2017,Three Stars,One,Arsu Kumar,"GOOD PRODUCT ,",1,https://www.amazon.in/gp/customer-reviews/R3UBNBW0TGAV2X?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645df,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R656QM6TXD3FY?ASIN=B00I6F882I,4.0,6 September 2017,Four Stars,One,King of Kings,Good,1,https://www.amazon.in/gp/customer-reviews/R656QM6TXD3FY?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e0,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1C85RDXH0JKFD?ASIN=B00I6F882I,5.0,1 May 2018,Five Stars,One,afsons,Good one,1,https://www.amazon.in/gp/customer-reviews/R1C85RDXH0JKFD?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e1,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R18S17CDTAWG8Y?ASIN=B00I6F882I,5.0,31 August 2016,Satisified with the product,One,Abhiram,Nice quality tooth brush for kids. Beautiful design too !!,1,https://www.amazon.in/gp/customer-reviews/R18S17CDTAWG8Y?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e2,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R33JU7AFVULSCI?ASIN=B00I6F882I,5.0,18 July 2017,Five Stars,One,Amazon Prime Customer,Good,1,https://www.amazon.in/gp/customer-reviews/R33JU7AFVULSCI?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e3,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R201ZZC0GUZPTH?ASIN=B00I6F882I,5.0,11 September 2018,Perfect choice!,One,nanthini,My daughter liked it so vry much and perfect for the toddlers,1,https://www.amazon.in/gp/customer-reviews/R201ZZC0GUZPTH?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e4,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R2QN6GGAVP9VEJ?ASIN=B00I6F882I,5.0,2 February 2017,Five Stars,One,Amazoner,Good product.,1,https://www.amazon.in/gp/customer-reviews/R2QN6GGAVP9VEJ?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e5,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1ID8KI35U3W7C?ASIN=B00I6F882I,2.0,26 February 2016,costly not worth,One,Sweety,Not all that great...costly,1,https://www.amazon.in/gp/customer-reviews/R1ID8KI35U3W7C?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e6,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1ZSP1FL5Q7G4T?ASIN=B00I6F882I,2.0,26 February 2016,costly not worth,One,Sweety,Not all that great...costly,1,https://www.amazon.in/gp/customer-reviews/R1ZSP1FL5Q7G4T?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e7,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RYTT39BJ3651E?ASIN=B00I6F882I,5.0,26 April 2017,Daughter and Mom liked it!,One,Rahul Jain,My daughter liked it. using it with fun.,1,https://www.amazon.in/gp/customer-reviews/RYTT39BJ3651E?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e8,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R18QNX7HXC90J4?ASIN=B00I6F882I,5.0,19 January 2017,Five Stars,One,varinder,Good,1,https://www.amazon.in/gp/customer-reviews/R18QNX7HXC90J4?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645e9,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R20KC939GDAWG6?ASIN=B00I6F882I,5.0,4 February 2016,Value for Money !!!,One,Peter Smith,Perfect...Worth buying...,1,https://www.amazon.in/gp/customer-reviews/R20KC939GDAWG6?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645ea,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RGO3JJYITHBP4?ASIN=B00I6F882I,5.0,16 September 2015,Five Stars,One,Promod A,Good,1,https://www.amazon.in/gp/customer-reviews/RGO3JJYITHBP4?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645eb,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R26EMFZJ8OJO7T?ASIN=B00I6F882I,3.0,15 February 2017,Three Stars,One,VIJAY SINGH,Ok,1,https://www.amazon.in/gp/customer-reviews/R26EMFZJ8OJO7T?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645ec,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R3MAHGEGEIEH8Y?ASIN=B00I6F882I,4.0,26 September 2018,Good product,One,Saraah SK,Good Brush,1,https://www.amazon.in/gp/customer-reviews/R3MAHGEGEIEH8Y?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645ed,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R3D0GUSEOV8M9U?ASIN=B00I6F882I,4.0,20 October 2018,Nice product,One,Rajan,Nice product,1,https://www.amazon.in/gp/customer-reviews/R3D0GUSEOV8M9U?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645ee,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R17OUHV7N037TA?ASIN=B00I6F882I,5.0,8 August 2016,Wonderful Kids Product,One,Premsukh,A Good ToothBrush for Kids.My Kid loving it. Its bristle are soft and it is beautifully designed.,1,https://www.amazon.in/gp/customer-reviews/R17OUHV7N037TA?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645ef,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RO1YIOS4UB3LO?ASIN=B00I6F882I,2.0,21 April 2017,not very good product of colgate,One,Amazon Customer,its ok.not very good product of colgate.my baby use only for one month,1,https://www.amazon.in/gp/customer-reviews/RO1YIOS4UB3LO?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f0,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R2CNAYUXQY57HP?ASIN=B00I6F882I,5.0,6 April 2015,Five Stars,One,yusuf natalwala,good,1,https://www.amazon.in/gp/customer-reviews/R2CNAYUXQY57HP?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f1,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RES4XCGI22QHJ?ASIN=B00I6F882I,5.0,18 February 2017,Five Stars,One,*****,Nice...,1,https://www.amazon.in/gp/customer-reviews/RES4XCGI22QHJ?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f2,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RVNHBND3L6GK4?ASIN=B00I6F882I,4.0,25 January 2017,Four Stars,One,Amazon Customer,Good and strong,1,https://www.amazon.in/gp/customer-reviews/RVNHBND3L6GK4?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f3,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R3CPOL62GI8EE6?ASIN=B00I6F882I,5.0,20 November 2016,Five Stars,One,Sanjoy Dutta,Good product,1,https://www.amazon.in/gp/customer-reviews/R3CPOL62GI8EE6?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f4,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R319PA2YE4I4KX?ASIN=B00I6F882I,5.0,16 October 2016,Five Stars,One,Amazon Customer,Good,1,https://www.amazon.in/gp/customer-reviews/R319PA2YE4I4KX?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f5,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RFRW9NYOZSAEL?ASIN=B00I6F882I,5.0,1 August 2016,Five Stars,One,Amazon Customer,Costly,1,https://www.amazon.in/gp/customer-reviews/RFRW9NYOZSAEL?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f6,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RY1N6RLLKNXT9?ASIN=B00I6F882I,5.0,27 June 2016,Five Stars,One,Amazon Customer,Superb really AMAZON is very good,1,https://www.amazon.in/gp/customer-reviews/RY1N6RLLKNXT9?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f7,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RSK00CVN8RZ8S?ASIN=B00I6F882I,3.0,4 July 2016,Three Stars,One,R.seenivasaraghavan,OK,1,https://www.amazon.in/gp/customer-reviews/RSK00CVN8RZ8S?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f8,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RF9OLA28MRRUN?ASIN=B00I6F882I,5.0,26 January 2017,Satisfy,One,Amazon Customer,Fully satisfied,1,https://www.amazon.in/gp/customer-reviews/RF9OLA28MRRUN?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645f9,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R7NNPGY6DC8WR?ASIN=B00I6F882I,5.0,29 August 2016,Five Stars,One,vikas chaudhary,Good product,1,https://www.amazon.in/gp/customer-reviews/R7NNPGY6DC8WR?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645fa,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RSL2HRGQCUL0D?ASIN=B00I6F882I,4.0,24 August 2015,Very soft,One,KAPIL JANARDAN PAWAR,Very soft,1,https://www.amazon.in/gp/customer-reviews/RSL2HRGQCUL0D?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645fb,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1UPRB1K547158?ASIN=B00I6F882I,4.0,3 August 2017,Good Product,One,Amazon Customer,Good Product,1,https://www.amazon.in/gp/customer-reviews/R1UPRB1K547158?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645fc,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R34H2NKDPECHZX?ASIN=B00I6F882I,5.0,3 February 2015,Five Stars,One,Qamar Sulthana,Happy with the product,1,https://www.amazon.in/gp/customer-reviews/R34H2NKDPECHZX?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645fd,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R11FAX712TQP3P?ASIN=B00I6F882I,5.0,24 February 2017,Five Stars,One,JAYASRI CHARYULU,so beautiful,1,https://www.amazon.in/gp/customer-reviews/R11FAX712TQP3P?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645fe,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R268LWV47E7X91?ASIN=B00I6F882I,5.0,15 January 2018,Beautiful brush,One,K V.,Beautiful brush and it meets more than its purpose. It's also a show piece for my baby girl. Wants to repeat purchase but it's not available.,1,https://www.amazon.in/gp/customer-reviews/R268LWV47E7X91?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e645ff,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RBZ68H9HKQGN?ASIN=B00I6F882I,5.0,14 June 2017,Five Stars,One,Amazonian,Really really good. All the colours so far I have bought are good,1,https://www.amazon.in/gp/customer-reviews/RBZ68H9HKQGN?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e64600,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/RYOFVU0UBM8I6?ASIN=B00I6F882I,5.0,14 June 2017,Five Stars,One,Amazonian,Really really good. All the colours so far I have bought are good,1,https://www.amazon.in/gp/customer-reviews/RYOFVU0UBM8I6?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e64601,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1GE9GVJ2YDIJK?ASIN=B00I6F882I,5.0,28 February 2017,Five Stars,One,Debasish Dash,good for baby below 5 years.,1,https://www.amazon.in/gp/customer-reviews/R1GE9GVJ2YDIJK?ASIN=B00I6F882I
5c5d1dff15fc8d30a4e64602,colgate_toothbrush,https://www.amazon.in/gp/customer-reviews/R1106EXQJQ69HC?ASIN=B00I6F882I,5.0,1 November 2016,Colgate Toothbrush,One,Naushad Alam,Very nice and smooth toothbrush.,1,https://www.amazon.in/gp/customer-reviews/R1106EXQJQ69HC?ASIN=B00I6F882I
