,TENANT_ID,NET_SALES
544,OBM00007,214.76
545,OBM00007,258.69
546,OBM00007,214.76
547,OBM00007,68.33
548,OBM00007,214.76
549,OBM00007,478.32
550,OBM00007,87.86
551,OBM00007,100.0
552,OBM00007,234.29
553,OBM00007,468.57
554,OBM00007,331.9
555,OBM00007,117.14
556,OBM00007,358.69
557,OBM00007,234.29
558,OBM00007,429.52
559,OBM00007,405.11
560,OBM00007,331.9
561,OBM00007,234.29
562,OBM00007,214.76
563,OBM00007,497.86
564,OBM00007,39.04
565,OBM00007,263.57
566,OBM00007,785.83
567,OBM00007,43.92
568,OBM00007,234.29
569,OBM00007,263.57
570,OBM00007,117.14
571,OBM00007,107.38
572,OBM00007,214.76
573,OBM00007,264.76
574,OBM00007,234.29
575,OBM00007,175.72
576,OBM00007,331.9
577,OBM00007,331.9
578,OBM00007,273.33
579,OBM00007,331.9
580,OBM00007,117.14
581,OBM00007,746.77
582,OBM00007,146.42
583,OBM00007,117.14
584,OBM00007,100.0
585,OBM00007,87.86
586,OBM00007,170.82
587,OBM00007,117.14
588,OBM00007,126.9
589,OBM00007,175.72
590,OBM00007,117.14
591,OBM00007,87.86
592,OBM00007,87.86
593,OBM00007,100.0
594,OBM00007,234.29
595,OBM00007,536.9
596,OBM00007,87.86
597,OBM00007,117.14
598,OBM00007,473.45
599,OBM00007,346.54
600,OBM00007,214.76
601,OBM00007,87.86
602,OBM00007,248.93
603,OBM00007,214.76
604,OBM00007,434.41
605,OBM00007,87.86
606,OBM00007,87.86
607,OBM00007,361.18
608,OBM00007,87.86
609,OBM00007,214.76
610,OBM00007,117.14
611,OBM00007,684.32
612,OBM00007,546.66
613,OBM00007,146.42
614,OBM00007,400.23
615,OBM00007,331.9
616,OBM00007,117.14
617,OBM00007,405.11
618,OBM00007,331.9
619,OBM00007,244.04
620,OBM00007,297.73
621,OBM00007,258.69
622,OBM00007,244.05
623,OBM00007,283.1
624,OBM00007,146.42
625,OBM00007,87.86
626,OBM00007,117.14
627,OBM00007,331.9
628,OBM00007,117.14
629,OBM00007,224.52
630,OBM00007,117.14
631,OBM00007,541.78
632,OBM00007,117.14
633,OBM00007,331.9
634,OBM00007,390.48
635,OBM00007,87.86
636,OBM00007,331.9
637,OBM00007,200.0
638,OBM00007,278.2
639,OBM00007,214.76
640,OBM00007,224.52
641,OBM00007,146.42
642,OBM00007,283.09
643,OBM00007,97.62
644,OBM00007,214.76
645,OBM00007,97.62
646,OBM00007,234.28
647,OBM00007,87.86
648,OBM00007,283.09
649,OBM00007,87.86
650,OBM00007,331.9
651,OBM00007,175.72
652,OBM00007,273.34
653,OBM00007,283.09
654,OBM00007,97.62
655,OBM00007,224.52
656,OBM00007,87.86
657,OBM00007,117.15
658,OBM00007,100.0
659,OBM00007,214.76
660,OBM00007,117.14
661,OBM00007,87.86
662,OBM00007,117.14
663,OBM00007,117.14
664,OBM00007,68.33
665,OBM00007,234.29
666,OBM00007,34.16
667,OBM00007,58.58
668,OBM00007,234.29
669,OBM00007,781.94
670,OBM00007,224.52
671,OBM00007,268.44
672,OBM00007,302.62
673,OBM00007,224.52
674,OBM00007,234.29
675,OBM00007,214.76
676,OBM00007,761.42
677,OBM00007,234.29
678,OBM00007,258.69
679,OBM00007,331.9
680,OBM00007,234.29
681,OBM00007,331.9
682,OBM00007,146.42
683,OBM00007,283.1
684,OBM00007,9.76
685,OBM00007,117.14
686,OBM00007,214.76
687,OBM00007,258.69
688,OBM00007,214.76
689,OBM00007,263.57
690,OBM00007,97.62
691,OBM00007,666.2
692,OBM00007,429.52
693,OBM00007,390.47
694,OBM00007,9.76
695,OBM00007,43.92
696,OBM00007,87.86
697,OBM00007,473.45
698,OBM00007,214.76
699,OBM00007,214.76
700,OBM00007,214.76
701,OBM00007,214.76
702,OBM00007,175.72
703,OBM00007,331.9
704,OBM00007,97.62
705,OBM00007,97.62
706,OBM00007,117.14
707,OBM00007,146.42
708,OBM00007,117.14
709,OBM00007,214.76
710,OBM00007,87.86
711,OBM00007,87.86
712,OBM00007,117.14
713,OBM00007,102.49
714,OBM00007,214.76
715,OBM00007,87.86
716,OBM00007,185.49
717,OBM00007,87.86
718,OBM00007,97.62
719,OBM00007,331.9
720,OBM00007,146.42
721,OBM00007,117.14
722,OBM00007,859.05
723,OBM00007,214.76
724,OBM00007,214.76
725,OBM00007,117.14
726,OBM00007,117.14
727,OBM00007,429.52
728,OBM00007,97.62
729,OBM00007,97.62
730,OBM00007,214.76
731,OBM00007,50.0
732,OBM00007,234.28
733,OBM00007,117.14
734,OBM00007,214.76
735,OBM00007,100.0
736,OBM00007,258.69
737,OBM00007,87.86
738,OBM00007,258.69
739,OBM00007,283.1
740,OBM00007,117.14
741,OBM00007,214.76
742,OBM00007,50.0
743,OBM00007,663.8
744,OBM00007,68.33
745,OBM00007,117.14
746,OBM00007,214.76
747,OBM00007,168.33
748,OBM00007,117.14
749,OBM00007,375.83
750,OBM00007,214.76
751,OBM00007,214.76
752,OBM00007,146.42
753,OBM00007,50.0
754,OBM00007,375.83
755,OBM00007,234.28
756,OBM00007,214.76
757,OBM00007,214.76
758,OBM00007,375.83
759,OBM00007,234.28
760,OBM00007,200.0
761,OBM00007,43.92
762,OBM00007,331.9
763,OBM00007,58.58
764,OBM00007,214.76
765,OBM00007,107.38
766,OBM00007,1396.92
767,OBM00007,87.86
768,OBM00007,50.0
769,OBM00007,146.42
770,OBM00007,214.76
771,OBM00007,410.98
772,OBM00007,741.9
773,OBM00007,258.69
774,OBM00007,214.76
775,OBM00007,50.0
776,OBM00007,370.95
777,OBM00007,214.76
778,OBM00007,258.69
779,OBM00007,50.0
780,OBM00007,117.14
781,OBM00007,87.86
782,OBM00007,1040.62
783,OBM00007,331.9
784,OBM00007,87.86
785,OBM00007,234.28
786,OBM00007,615.99
787,OBM00007,283.09
788,OBM00007,331.9
789,OBM00007,214.76
790,OBM00007,331.9
791,OBM00007,70.0
792,OBM00007,50.0
793,OBM00007,214.76
794,OBM00007,70.0
795,OBM00007,87.86
796,OBM00007,68.33
797,OBM00007,87.86
798,OBM00007,50.0
799,OBM00007,117.14
800,OBM00007,175.72
801,OBM00007,258.69
802,OBM00007,214.76
803,OBM00007,468.58
804,OBM00007,87.86
805,OBM00007,439.28
806,OBM00007,234.28
807,OBM00007,649.16
808,OBM00007,614.76
809,OBM00007,50.0
810,OBM00007,214.76
811,OBM00007,214.76
812,OBM00007,253.81
813,OBM00007,214.76
814,OBM00007,214.76
815,OBM00007,317.26
816,OBM00007,50.0
817,OBM00007,50.0
818,OBM00007,678.45
819,OBM00007,50.0
820,OBM00007,214.76
821,OBM00007,224.52
822,OBM00007,214.76
823,OBM00007,331.9
824,OBM00007,331.9
825,OBM00007,87.86
826,OBM00007,126.9
827,OBM00007,331.9
828,OBM00007,322.14
829,OBM00007,449.05
830,OBM00007,698.96
831,OBM00007,87.86
832,OBM00007,185.47
833,OBM00007,258.69
834,OBM00007,175.72
835,OBM00007,107.38
836,OBM00007,214.76
837,OBM00007,50.0
838,OBM00007,34.16
839,OBM00007,117.14
840,OBM00007,43.92
841,OBM00007,224.52
842,OBM00007,50.0
843,OBM00007,351.42
844,OBM00007,165.95
845,OBM00007,302.61
846,OBM00007,87.86
847,OBM00007,73.22
848,OBM00007,43.94
849,OBM00007,214.76
850,OBM00007,9.76
851,OBM00007,43.94
852,OBM00007,117.15
853,OBM00007,48.81
854,OBM00007,48.81
855,OBM00007,117.15
856,OBM00007,673.56
857,OBM00007,527.13
858,OBM00007,117.15
859,OBM00007,121.04
860,OBM00007,165.95
861,OBM00007,263.57
862,OBM00007,86.88
863,OBM00007,214.76
864,OBM00007,48.81
865,OBM00007,43.92
866,OBM00007,43.92
867,OBM00007,663.8
868,OBM00007,189.38
869,OBM00007,473.45
870,OBM00007,1044.51
871,OBM00007,214.76
872,OBM00007,214.76
873,OBM00007,478.34
874,OBM00007,252.83
875,OBM00007,117.15
876,OBM00007,131.78
877,OBM00007,200.0
878,OBM00007,429.52
879,OBM00007,118.13
880,OBM00007,9.76
881,OBM00007,214.76
882,OBM00007,214.76
883,OBM00007,214.76
884,OBM00007,58.56
885,OBM00007,189.38
886,OBM00007,175.7
887,OBM00007,224.52
888,OBM00007,102.49
889,OBM00007,264.76
890,OBM00007,214.76
891,OBM00007,50.0
892,OBM00007,381.9
893,OBM00007,200.0
894,OBM00007,58.56
895,OBM00007,214.76
896,OBM00007,214.76
897,OBM00007,214.76
898,OBM00007,100.0
899,OBM00007,331.9
900,OBM00007,640.59
901,OBM00007,117.15
902,OBM00007,214.76
903,OBM00007,58.56
904,OBM00007,161.08
905,OBM00007,507.61
906,OBM00007,50.0
907,OBM00007,100.0
908,OBM00007,100.0
909,OBM00007,295.24
910,OBM00007,117.15
911,OBM00007,48.81
912,OBM00007,214.76
913,OBM00007,214.76
914,OBM00007,87.85
915,OBM00007,87.86
916,OBM00007,117.15
917,OBM00007,58.56
918,OBM00007,214.76
919,OBM00007,43.92
920,OBM00007,73.22
921,OBM00007,244.05
922,OBM00007,273.34
923,OBM00007,180.6
924,OBM00007,117.15
925,OBM00007,371.15
926,OBM00007,117.15
927,OBM00007,73.22
928,OBM00007,214.76
929,OBM00007,214.76
930,OBM00007,50.0
931,OBM00007,190.36
932,OBM00007,234.29
933,OBM00007,100.0
934,OBM00007,100.0
935,OBM00007,97.62
936,OBM00007,268.45
937,OBM00007,189.38
938,OBM00007,43.92
939,OBM00007,58.56
940,OBM00007,253.81
941,OBM00007,214.76
942,OBM00007,234.28
943,OBM00007,73.21
944,OBM00007,540.8
945,OBM00007,50.0
946,OBM00007,314.76
947,OBM00007,122.03
948,OBM00007,58.58
949,OBM00007,766.31
950,OBM00007,302.63
951,OBM00007,187.86
952,OBM00007,214.76
953,OBM00007,48.81
954,OBM00007,390.48
955,OBM00007,358.69
956,OBM00007,117.14
957,OBM00007,58.56
958,OBM00007,185.48
959,OBM00007,117.15
960,OBM00007,429.52
961,OBM00007,170.0
962,OBM00007,351.42
963,OBM00007,234.29
964,OBM00007,497.86
965,OBM00007,170.83
966,OBM00007,331.9
967,OBM00007,263.57
968,OBM00007,371.94
969,OBM00007,146.42
970,OBM00007,234.29
971,OBM00007,58.56
972,OBM00007,73.21
973,OBM00007,283.09
974,OBM00007,102.49
975,OBM00007,214.76
976,OBM00007,50.0
977,OBM00007,43.92
978,OBM00007,263.58
979,OBM00007,214.76
980,OBM00007,214.76
981,OBM00007,50.0
982,OBM00007,331.91
983,OBM00007,48.81
984,OBM00007,117.15
985,OBM00007,122.03
986,OBM00007,43.92
987,OBM00007,117.15
988,OBM00007,165.96
989,OBM00007,43.92
990,OBM00007,48.81
991,OBM00007,87.86
992,OBM00007,50.0
993,OBM00007,214.76
994,OBM00007,50.0
995,OBM00007,92.74
996,OBM00007,58.56
997,OBM00007,107.38
998,OBM00007,58.56
999,OBM00007,331.9
1000,OBM00007,73.21
1001,OBM00007,73.21
1002,OBM00007,429.52
1003,OBM00007,50.0
1004,OBM00007,100.0
1005,OBM00007,175.72
1006,OBM00007,50.0
1007,OBM00007,117.14
1008,OBM00007,410.0
1009,OBM00007,73.21
1010,OBM00007,73.21
1011,OBM00007,117.14
1012,OBM00007,263.57
1013,OBM00007,50.0
1014,OBM00007,214.76
1015,OBM00007,245.24
1016,OBM00007,146.43
1017,OBM00007,190.36
1018,OBM00007,117.15
1019,OBM00007,97.62
1020,OBM00007,100.0
1021,OBM00007,48.81
1022,OBM00007,185.48
1023,OBM00007,48.81
1024,OBM00007,146.43
1025,OBM00007,331.9
1026,OBM00007,48.81
1027,OBM00007,214.76
1028,OBM00007,175.7
1029,OBM00007,48.81
1030,OBM00007,50.0
1031,OBM00007,58.56
1032,OBM00007,375.84
1033,OBM00007,100.0
1034,OBM00007,214.76
1035,OBM00007,117.14
1036,OBM00007,214.76
1037,OBM00007,48.81
1038,OBM00007,366.07
1039,OBM00007,429.52
1040,OBM00007,73.21
1041,OBM00007,107.38
1042,OBM00007,48.81
1043,OBM00007,100.0
1044,OBM00007,214.76
1045,OBM00007,536.91
1046,OBM00007,214.76
1047,OBM00007,361.19
1048,OBM00007,43.92
1049,OBM00007,107.38
1050,OBM00007,117.14
1051,OBM00007,283.09
1052,OBM00007,58.56
1053,OBM00007,43.92
1054,OBM00007,50.0
1055,OBM00007,146.42
1056,OBM00007,479.52
1057,OBM00007,43.92
1058,OBM00007,48.81
1059,OBM00007,58.56
1060,OBM00007,117.14
1061,OBM00007,117.14
1062,OBM00007,92.74
1063,OBM00007,117.14
1064,OBM00007,234.29
1065,OBM00007,50.0
1066,OBM00007,50.0
1067,OBM00007,58.56
1068,OBM00007,43.92
1069,OBM00007,175.71
1070,OBM00007,375.83
1071,OBM00007,146.42
1072,OBM00007,117.15
1073,OBM00007,48.81
1074,OBM00007,117.14
1075,OBM00007,175.7
1076,OBM00007,108.56
1077,OBM00007,117.14
1078,OBM00007,50.0
1079,OBM00007,117.14
1080,OBM00007,117.14
1081,OBM00007,122.03
1082,OBM00007,73.21
1083,OBM00007,302.62
1084,OBM00007,492.97
1085,OBM00007,48.81
1086,OBM00007,419.75
1087,OBM00007,117.14
1088,OBM00007,50.0
1089,OBM00007,58.56
1090,OBM00007,214.76
1091,OBM00007,73.21
1092,OBM00007,50.0
1093,OBM00007,234.28
1094,OBM00007,117.14
1095,OBM00007,112.26
1096,OBM00007,50.0
1097,OBM00007,118.13
1098,OBM00007,361.19
1099,OBM00007,107.38
1100,OBM00007,43.92
1101,OBM00007,50.0
1102,OBM00007,161.06
1103,OBM00007,117.14
1104,OBM00007,214.76
1105,OBM00007,50.0
1106,OBM00007,370.94
1107,OBM00007,214.76
1108,OBM00007,258.69
1109,OBM00007,50.0
1110,OBM00007,100.0
1111,OBM00007,98.81
1112,OBM00007,214.76
1113,OBM00007,58.56
1114,OBM00007,50.0
1115,OBM00007,73.21
1116,OBM00007,283.09
1117,OBM00007,97.62
1118,OBM00007,58.56
1119,OBM00007,214.76
1120,OBM00007,58.56
1121,OBM00007,214.76
1122,OBM00007,122.01
1123,OBM00007,50.0
1124,OBM00007,131.78
1125,OBM00007,161.06
1126,OBM00007,87.85
1127,OBM00007,331.9
1128,OBM00007,375.83
1129,OBM00007,168.13
1130,OBM00007,283.09
1131,OBM00007,605.24
1132,OBM00007,43.92
1133,OBM00007,50.0
1134,OBM00007,92.74
1135,OBM00007,126.9
1136,OBM00007,117.14
1137,OBM00007,258.69
1138,OBM00007,73.21
1139,OBM00007,214.76
1140,OBM00007,58.56
1141,OBM00007,283.09
1142,OBM00007,48.81
1143,OBM00007,190.36
1144,OBM00007,43.92
1145,OBM00007,43.92
1146,OBM00007,307.49
1147,OBM00007,50.0
