reg
2096080
2202149
4143928
2604857
2623869
2157439
2206480
2061968
2142422
2576139
2576058
2061582
2208446
2026762
2482606
2198733
2345354
2436550
2407918
2321256
2326398
2634935
2326411
2508425
2625393
2326526
2446023
2528060
2423761
2685897
2616874
2573220
2479724
2137585
2137507
2139912
2659398
5691008
2691516
2565148
2565202
25196258
2389440
2440000
2604843
2467468
2447094
2367312
2122239
2369759
2029558
2029456
2103846
2103835
2479241
2184362
2190123
2393094
2522256
2370258
2112063
2134665
2522882
2606402
2478475
5571588
2478438
2478381
2478296
2680040
2367290
2010427
2014050
2014112
2013959
2014044
5191780
2191660
2577050
2466753
2466754
2014144
2307044
2101472
2469780
2361535
4221633
2385918
2590319
2590813
1493724
2526472
2049560
2445356
2408379
2393143
2393141
2199259
2753583
2069519
5606058
3458133
2198993
2624888
4066351
4668689
2115304
2208452
2548593
2331725
2724045
5479679
2402989
5014028
3199453
4617178
2255976
2360533
2402649
2745838
2804717
2605399
2577575
5509815
2394089
2134211
2080523
4849524
2503736
2039518
2503687
2503805
2586611
2395870
2111203
2087262
2370258
2522882
2478372
2478383
2478457
2680064
2679479
2526869
2466743
2264762
2014141
2198821
2361595
2040742
2040644
2576024
2385942
2576030
2556054
2407550
2527517
2050081
2654606
2682424
2361535
2166041
2479293
2613235
2266573
2661416
2264456
2429650
2407630
2241565
2624235
4374429
2178582
2061620
2061620
2648529
3245754
2439971
5685552
2438927
2421891
2141566
2479496
5364511
2178338
2565169
2105502
2040927
2428925
2109165
5483089
2200760
2025014
2543038
2661439
5532459
5532459
5532534
2264111
4513919
2130312
2063004
3662500
5614267
2390716
5028829
2140627
2156902
2248064
2717558
2629810
2390908
2390863
2442954
2624241
2258253
2138615
2241567
2346449
2503573
2752450
2025105
2536590
2100812
2100824
2100737
2623606
2607035
2615696
2616053
2435688
4474316
2020256
2043370
4365882
2129629
2549118
4149816
4149779
4668689
2430410
2069326
2318927
4395681
2013460
2014084
2014056
2451335
2289677
2306883
2307068
2556101
2556227
2429492
2073284
3627256
2413949
5297340
2403742
4616511
2554365
2358314
2008970
2356771
2270619
2476632
5476731
3628450
3303743
2576764
2135804
2142161
2309126
4736710
2580423
2020025
4326837
4550615
4393839
2317677
2317726
2317672
4370261
4748643
5344050
2294343
2022701
3653214
2382052
5587588
2344418
2933000
2336238
2620805
2607974
2546083
2134318
4771805
2663769
5274423
2103843
2422284
2396239
2151224
4342719
2214193
2503988
2395834
5503298
2503576
2107661
2395860
2393950
2393943
2393912
2393917
2393873
2393864
2393862
2393980
2393973
2393986
2393850
2393916
2393914
2393961
2393957
2393843
2393870
2393933
2130471
2503599
2586665
2586624
2503605
2527575
2527677
2527584
2527574
2527590
2527573
2527619
2527617
2527603
2489471
2504056
2090643
2587795
4565560
2489884
2091274
5576571
2430411
2086374
2082714
2506715
2727303
2080515
2593016
2092319
